@RELATION RapidMinerData

@ATTRIBUTE 'Total_Trans_Amt' real
@ATTRIBUTE 'Total_Trans_Ct' real

@DATA
4226.0,77.0
4360.0,78.0
4507.0,86.0
4812.0,85.0
5055.0,68.0
5047.0,64.0
4927.0,70.0
4264.0,76.0
5103.0,83.0
3940.0,82.0
4015.0,77.0
4715.0,86.0
2392.0,44.0
2239.0,47.0
5238.0,82.0
4453.0,75.0
4918.0,81.0
3659.0,76.0
4431.0,89.0
4655.0,66.0
4705.0,77.0
4656.0,80.0
4296.0,68.0
4284.0,85.0
4042.0,78.0
4977.0,88.0
2418.0,57.0
4337.0,81.0
5389.0,84.0
3876.0,67.0
5108.0,78.0
4100.0,82.0
4277.0,59.0
4683.0,87.0
4106.0,81.0
3807.0,61.0
4858.0,73.0
4665.0,89.0
3565.0,83.0
2196.0,35.0
4342.0,87.0
4808.0,87.0
2538.0,49.0
4190.0,74.0
3915.0,72.0
2724.0,38.0
3528.0,61.0
4893.0,76.0
2709.0,54.0
4351.0,86.0
4665.0,67.0
4120.0,77.0
4670.0,77.0
2037.0,31.0
4965.0,74.0
4346.0,70.0
4084.0,72.0
4667.0,83.0
4624.0,75.0
3746.0,81.0
4830.0,79.0
4674.0,67.0
4119.0,70.0
4336.0,66.0
3063.0,57.0
4479.0,82.0
3595.0,65.0
3875.0,84.0
4199.0,84.0
5299.0,75.0
4348.0,77.0
4771.0,81.0
2716.0,63.0
3703.0,61.0
4317.0,81.0
4087.0,73.0
2100.0,54.0
4482.0,54.0
4737.0,80.0
4339.0,82.0
2790.0,37.0
4823.0,64.0
4355.0,78.0
4724.0,71.0
4394.0,75.0
4425.0,83.0
2511.0,40.0
2690.0,43.0
4463.0,87.0
5026.0,77.0
4778.0,65.0
5000.0,79.0
4341.0,80.0
3895.0,87.0
1732.0,39.0
1789.0,38.0
2300.0,45.0
2223.0,47.0
4108.0,70.0
3603.0,59.0
5219.0,86.0
4524.0,72.0
3877.0,66.0
5067.0,88.0
1868.0,38.0
4284.0,74.0
4508.0,79.0
4779.0,83.0
3848.0,75.0
2137.0,40.0
3440.0,46.0
4074.0,81.0
4249.0,81.0
4661.0,85.0
2216.0,51.0
2345.0,36.0
2653.0,46.0
4572.0,90.0
4593.0,81.0
4221.0,83.0
4775.0,61.0
2506.0,36.0
4209.0,77.0
4204.0,63.0
1949.0,43.0
4883.0,73.0
4949.0,76.0
5112.0,86.0
3816.0,75.0
4498.0,85.0
1883.0,44.0
2494.0,39.0
2819.0,48.0
4105.0,73.0
1799.0,28.0
4456.0,70.0
4088.0,66.0
4091.0,82.0
3819.0,72.0
4951.0,85.0
2227.0,44.0
4434.0,69.0
4104.0,79.0
4965.0,94.0
4693.0,66.0
4576.0,87.0
4416.0,68.0
4798.0,89.0
5029.0,86.0
5025.0,84.0
4828.0,90.0
4654.0,59.0
5429.0,71.0
5409.0,79.0
4813.0,78.0
4884.0,79.0
4348.0,90.0
4442.0,85.0
2395.0,47.0
4694.0,84.0
3942.0,78.0
2520.0,38.0
4680.0,67.0
4459.0,66.0
4203.0,76.0
2231.0,60.0
4899.0,84.0
4312.0,84.0
4169.0,74.0
2581.0,57.0
3763.0,74.0
4397.0,73.0
4328.0,73.0
2404.0,39.0
2646.0,41.0
2925.0,41.0
2027.0,42.0
4840.0,85.0
4510.0,59.0
4233.0,81.0
2192.0,35.0
4861.0,84.0
2323.0,47.0
4290.0,90.0
1628.0,42.0
4040.0,76.0
3843.0,69.0
3830.0,82.0
1811.0,39.0
2725.0,47.0
4418.0,80.0
3477.0,78.0
4058.0,83.0
4064.0,65.0
2511.0,56.0
4292.0,76.0
4106.0,78.0
2536.0,45.0
4870.0,83.0
4160.0,84.0
3562.0,72.0
4366.0,68.0
2216.0,40.0
4140.0,68.0
2829.0,42.0
4434.0,79.0
4159.0,69.0
2213.0,47.0
4605.0,88.0
5008.0,93.0
2245.0,41.0
2280.0,49.0
4473.0,67.0
4475.0,66.0
4003.0,73.0
2090.0,50.0
3916.0,79.0
4663.0,78.0
4138.0,85.0
4417.0,84.0
5223.0,84.0
4073.0,69.0
1588.0,37.0
4847.0,78.0
4775.0,84.0
4551.0,82.0
4404.0,93.0
4656.0,59.0
2172.0,33.0
4799.0,79.0
3568.0,92.0
2544.0,27.0
2722.0,45.0
2689.0,49.0
3847.0,65.0
2577.0,39.0
4518.0,81.0
4593.0,79.0
2658.0,43.0
4104.0,83.0
4531.0,76.0
2260.0,50.0
5228.0,77.0
5108.0,87.0
5268.0,88.0
2552.0,42.0
4121.0,82.0
4122.0,74.0
4746.0,73.0
3904.0,74.0
4166.0,86.0
4064.0,66.0
4569.0,70.0
3813.0,71.0
4354.0,70.0
2298.0,45.0
4450.0,73.0
2829.0,44.0
5400.0,84.0
3912.0,77.0
4175.0,58.0
4525.0,83.0
4776.0,82.0
3349.0,77.0
4406.0,80.0
4714.0,93.0
4231.0,68.0
4386.0,68.0
1718.0,37.0
4711.0,83.0
4520.0,83.0
4826.0,88.0
4355.0,70.0
5105.0,79.0
4399.0,88.0
2813.0,43.0
4078.0,70.0
2516.0,64.0
4666.0,98.0
2446.0,34.0
4534.0,71.0
2925.0,46.0
4769.0,102.0
4591.0,85.0
4468.0,71.0
5128.0,74.0
2767.0,43.0
4475.0,91.0
5532.0,81.0
4940.0,68.0
5046.0,79.0
4004.0,69.0
4641.0,80.0
4847.0,86.0
4436.0,75.0
4435.0,79.0
3825.0,76.0
4143.0,65.0
5532.0,85.0
2659.0,43.0
3913.0,86.0
2098.0,31.0
3759.0,69.0
4481.0,82.0
4686.0,79.0
4765.0,71.0
4052.0,65.0
4203.0,73.0
4060.0,55.0
4566.0,73.0
4798.0,73.0
4786.0,73.0
4759.0,90.0
4634.0,91.0
5228.0,71.0
5064.0,74.0
5342.0,64.0
4405.0,67.0
4161.0,75.0
4591.0,85.0
5170.0,68.0
2191.0,51.0
2145.0,41.0
4324.0,89.0
4808.0,64.0
4996.0,80.0
3046.0,52.0
4555.0,76.0
4659.0,82.0
4199.0,73.0
2370.0,44.0
4369.0,59.0
3553.0,66.0
3303.0,66.0
4282.0,82.0
4633.0,79.0
4531.0,86.0
4685.0,79.0
4889.0,89.0
2219.0,49.0
4761.0,99.0
4210.0,84.0
3929.0,67.0
3043.0,53.0
2616.0,47.0
2143.0,67.0
4851.0,86.0
4400.0,71.0
4348.0,84.0
4577.0,81.0
2207.0,40.0
5339.0,86.0
4491.0,65.0
4482.0,74.0
4996.0,92.0
3669.0,62.0
2622.0,60.0
4966.0,78.0
4803.0,72.0
4474.0,58.0
4317.0,66.0
3913.0,78.0
5228.0,73.0
2171.0,38.0
5137.0,89.0
2573.0,55.0
4391.0,67.0
4956.0,72.0
4463.0,89.0
4377.0,62.0
4699.0,81.0
4865.0,87.0
5171.0,85.0
4917.0,66.0
4727.0,83.0
4294.0,67.0
3546.0,65.0
2578.0,42.0
4824.0,83.0
4309.0,79.0
3937.0,70.0
4897.0,81.0
2281.0,45.0
4862.0,77.0
4924.0,81.0
4752.0,72.0
2571.0,44.0
2144.0,51.0
4043.0,72.0
3835.0,78.0
4143.0,82.0
4823.0,62.0
4572.0,76.0
1937.0,39.0
3855.0,73.0
2750.0,51.0
4707.0,88.0
5149.0,90.0
4680.0,87.0
4495.0,81.0
2510.0,32.0
4384.0,78.0
5154.0,80.0
4884.0,86.0
4268.0,84.0
4569.0,81.0
4851.0,84.0
5466.0,85.0
1843.0,44.0
3073.0,49.0
3282.0,66.0
5056.0,81.0
2244.0,54.0
5199.0,83.0
4940.0,94.0
3826.0,71.0
4716.0,79.0
2678.0,37.0
4355.0,79.0
3770.0,76.0
2379.0,57.0
4333.0,68.0
4290.0,73.0
2478.0,45.0
4043.0,57.0
5208.0,93.0
4414.0,82.0
5001.0,82.0
4956.0,88.0
2119.0,37.0
4886.0,85.0
2500.0,42.0
1730.0,30.0
4275.0,78.0
4673.0,73.0
4649.0,89.0
4620.0,77.0
4370.0,79.0
2306.0,50.0
1625.0,34.0
4280.0,82.0
4985.0,84.0
4218.0,74.0
4757.0,79.0
3488.0,66.0
4649.0,74.0
3974.0,65.0
2430.0,48.0
5056.0,80.0
3584.0,61.0
4890.0,65.0
2113.0,40.0
2134.0,41.0
4350.0,71.0
2763.0,51.0
2530.0,43.0
4842.0,69.0
4147.0,76.0
4190.0,67.0
3875.0,60.0
4256.0,78.0
4235.0,73.0
4053.0,70.0
4512.0,83.0
5211.0,83.0
4890.0,63.0
5102.0,69.0
5014.0,99.0
4655.0,95.0
4016.0,89.0
4813.0,83.0
4220.0,79.0
4660.0,79.0
4584.0,70.0
3201.0,78.0
1707.0,38.0
2446.0,47.0
2684.0,39.0
4431.0,79.0
2648.0,41.0
5416.0,82.0
3968.0,81.0
2388.0,42.0
4208.0,68.0
4371.0,74.0
4532.0,95.0
4237.0,79.0
4277.0,89.0
5678.0,81.0
2032.0,39.0
4229.0,73.0
4802.0,81.0
4075.0,75.0
3991.0,84.0
4787.0,89.0
4121.0,81.0
4318.0,68.0
4988.0,90.0
2491.0,43.0
4252.0,68.0
4253.0,68.0
4876.0,70.0
2812.0,59.0
5093.0,77.0
4525.0,63.0
1507.0,32.0
4313.0,92.0
5016.0,73.0
4600.0,76.0
4159.0,64.0
4898.0,82.0
2297.0,44.0
4629.0,75.0
2600.0,44.0
4679.0,67.0
4339.0,72.0
3941.0,82.0
4629.0,69.0
4463.0,71.0
3967.0,71.0
5019.0,78.0
2316.0,48.0
4824.0,76.0
2179.0,50.0
5085.0,73.0
2119.0,44.0
5125.0,87.0
3724.0,66.0
1201.0,22.0
4795.0,82.0
4402.0,87.0
5092.0,86.0
2360.0,40.0
4678.0,91.0
4797.0,88.0
2867.0,42.0
4519.0,76.0
2353.0,53.0
4615.0,90.0
4439.0,65.0
4251.0,80.0
1592.0,35.0
3577.0,64.0
4297.0,65.0
2131.0,43.0
4547.0,73.0
2039.0,34.0
5001.0,91.0
4653.0,74.0
5024.0,81.0
5015.0,68.0
2705.0,35.0
3784.0,55.0
4460.0,62.0
4126.0,71.0
4485.0,86.0
2254.0,45.0
4382.0,83.0
2789.0,52.0
2520.0,45.0
4472.0,92.0
3870.0,64.0
4658.0,93.0
4037.0,83.0
4307.0,83.0
4836.0,74.0
1979.0,48.0
4972.0,79.0
2371.0,45.0
2313.0,43.0
2239.0,43.0
3643.0,59.0
4538.0,71.0
4071.0,69.0
5282.0,80.0
4364.0,62.0
4522.0,83.0
4571.0,85.0
4413.0,65.0
4438.0,78.0
5075.0,71.0
4359.0,78.0
5000.0,85.0
5198.0,77.0
4281.0,82.0
2833.0,42.0
4789.0,69.0
4357.0,69.0
4694.0,75.0
4500.0,83.0
5035.0,64.0
3768.0,79.0
4485.0,61.0
4956.0,72.0
4797.0,65.0
2258.0,37.0
4970.0,87.0
4248.0,73.0
4873.0,97.0
5130.0,82.0
4683.0,87.0
5039.0,76.0
4240.0,67.0
4319.0,81.0
5020.0,85.0
2816.0,38.0
4077.0,75.0
2326.0,31.0
3053.0,50.0
5127.0,81.0
2397.0,35.0
4827.0,84.0
4719.0,90.0
3917.0,71.0
4283.0,88.0
2589.0,49.0
2497.0,42.0
4274.0,81.0
4265.0,87.0
2178.0,45.0
4613.0,82.0
4666.0,69.0
3851.0,87.0
5653.0,79.0
5021.0,75.0
3913.0,47.0
3671.0,55.0
2021.0,57.0
2214.0,41.0
2526.0,41.0
4253.0,74.0
1958.0,47.0
4717.0,80.0
4976.0,93.0
5016.0,86.0
4542.0,82.0
4657.0,76.0
4730.0,80.0
5137.0,81.0
4308.0,75.0
4528.0,83.0
4382.0,70.0
4025.0,73.0
4326.0,67.0
4127.0,89.0
4501.0,64.0
5196.0,92.0
4946.0,75.0
3511.0,56.0
3348.0,50.0
4432.0,61.0
2270.0,40.0
4771.0,78.0
4635.0,82.0
4710.0,75.0
4945.0,78.0
4287.0,84.0
4530.0,72.0
5249.0,81.0
4389.0,80.0
2354.0,49.0
4396.0,78.0
5097.0,79.0
4838.0,70.0
4633.0,80.0
4482.0,67.0
4574.0,81.0
4660.0,87.0
4584.0,92.0
4548.0,64.0
4347.0,75.0
4598.0,67.0
4195.0,81.0
4862.0,77.0
4986.0,83.0
4875.0,86.0
5405.0,87.0
4719.0,73.0
4327.0,70.0
4253.0,81.0
4264.0,63.0
2288.0,45.0
5262.0,83.0
4946.0,73.0
5100.0,76.0
4110.0,74.0
5238.0,84.0
3935.0,77.0
4560.0,84.0
4575.0,84.0
4413.0,83.0
4977.0,76.0
1709.0,37.0
4430.0,66.0
4452.0,65.0
2055.0,43.0
3623.0,71.0
4532.0,94.0
5623.0,94.0
4527.0,66.0
3949.0,71.0
4617.0,79.0
4949.0,76.0
2307.0,28.0
5298.0,79.0
4656.0,88.0
4897.0,83.0
4814.0,73.0
4094.0,64.0
4519.0,79.0
1868.0,30.0
4754.0,84.0
4575.0,60.0
3121.0,56.0
4199.0,80.0
4372.0,69.0
4897.0,70.0
4917.0,81.0
4460.0,78.0
2339.0,41.0
2597.0,40.0
2031.0,40.0
4116.0,84.0
4859.0,82.0
4352.0,66.0
4890.0,92.0
2502.0,45.0
5446.0,75.0
4511.0,82.0
4064.0,77.0
4432.0,72.0
4670.0,70.0
4186.0,63.0
4374.0,75.0
3886.0,77.0
4463.0,87.0
4471.0,71.0
4223.0,79.0
4690.0,85.0
4365.0,86.0
4636.0,70.0
4509.0,93.0
4609.0,76.0
2152.0,43.0
2316.0,43.0
1738.0,32.0
4173.0,70.0
1253.0,29.0
3912.0,63.0
2523.0,45.0
5052.0,81.0
4347.0,88.0
4784.0,83.0
2804.0,37.0
5112.0,87.0
4921.0,82.0
4568.0,74.0
4253.0,72.0
4365.0,75.0
4401.0,73.0
2561.0,61.0
5083.0,69.0
4792.0,87.0
1979.0,38.0
4702.0,79.0
1982.0,43.0
2381.0,47.0
5037.0,80.0
4283.0,69.0
5416.0,76.0
2535.0,44.0
4122.0,67.0
4550.0,78.0
2455.0,41.0
5047.0,94.0
4399.0,72.0
3941.0,71.0
4272.0,69.0
5070.0,70.0
4991.0,78.0
4414.0,77.0
4765.0,79.0
4356.0,70.0
4928.0,79.0
2448.0,58.0
4922.0,84.0
4130.0,87.0
5441.0,91.0
4620.0,76.0
4928.0,77.0
2281.0,55.0
4859.0,73.0
1554.0,35.0
4769.0,76.0
2839.0,47.0
4692.0,79.0
2252.0,51.0
5140.0,82.0
2682.0,48.0
4077.0,90.0
4770.0,85.0
5848.0,81.0
4877.0,88.0
2229.0,44.0
3513.0,59.0
4709.0,87.0
4509.0,73.0
5156.0,72.0
4170.0,80.0
4100.0,76.0
4978.0,73.0
4799.0,83.0
2599.0,50.0
5087.0,69.0
3681.0,62.0
3510.0,62.0
4441.0,87.0
4704.0,79.0
4878.0,78.0
2607.0,37.0
4598.0,69.0
4287.0,79.0
1924.0,48.0
4268.0,85.0
4115.0,75.0
4168.0,71.0
4175.0,63.0
5267.0,83.0
4504.0,84.0
5322.0,79.0
2535.0,55.0
5102.0,83.0
4830.0,87.0
5235.0,76.0
4498.0,85.0
4871.0,79.0
3781.0,61.0
2134.0,34.0
2458.0,44.0
5369.0,75.0
4773.0,77.0
1804.0,34.0
4196.0,87.0
2078.0,37.0
4182.0,76.0
4956.0,89.0
4479.0,80.0
4553.0,84.0
2613.0,46.0
2496.0,41.0
2857.0,40.0
3527.0,69.0
4851.0,74.0
3967.0,75.0
5006.0,78.0
2602.0,43.0
4813.0,87.0
5212.0,88.0
4625.0,93.0
4129.0,81.0
5010.0,85.0
4931.0,81.0
4503.0,89.0
5027.0,82.0
4249.0,76.0
4980.0,78.0
2313.0,37.0
2549.0,54.0
4504.0,90.0
4245.0,74.0
2387.0,51.0
2532.0,48.0
2499.0,38.0
5015.0,90.0
4060.0,61.0
4512.0,90.0
4662.0,70.0
4874.0,78.0
2479.0,43.0
4379.0,67.0
4505.0,71.0
3977.0,83.0
4480.0,86.0
1754.0,39.0
4272.0,70.0
4858.0,77.0
5028.0,80.0
4874.0,79.0
5497.0,88.0
2476.0,49.0
4596.0,82.0
4637.0,91.0
4444.0,83.0
4509.0,71.0
5248.0,89.0
4624.0,73.0
4669.0,83.0
4705.0,78.0
4866.0,65.0
5012.0,85.0
2921.0,44.0
4010.0,59.0
4667.0,88.0
4728.0,81.0
4310.0,75.0
5084.0,82.0
2824.0,43.0
4983.0,78.0
2028.0,43.0
2412.0,38.0
2465.0,42.0
4277.0,71.0
2740.0,52.0
4244.0,96.0
3699.0,64.0
4531.0,73.0
3415.0,84.0
3339.0,51.0
4431.0,68.0
3889.0,80.0
4540.0,78.0
4643.0,87.0
2253.0,48.0
2418.0,48.0
1664.0,39.0
1339.0,32.0
4426.0,88.0
4153.0,77.0
4493.0,79.0
4803.0,83.0
4939.0,71.0
2120.0,43.0
4349.0,90.0
4938.0,70.0
4918.0,63.0
2660.0,41.0
4570.0,82.0
2115.0,42.0
5131.0,86.0
4401.0,65.0
2055.0,46.0
4926.0,89.0
5255.0,77.0
2450.0,49.0
2312.0,35.0
4871.0,75.0
1618.0,34.0
2520.0,40.0
4343.0,66.0
5051.0,83.0
4304.0,81.0
4533.0,68.0
4347.0,66.0
4986.0,79.0
4146.0,69.0
2315.0,43.0
4026.0,53.0
5176.0,91.0
4455.0,85.0
2053.0,49.0
2264.0,37.0
4897.0,96.0
4203.0,73.0
3776.0,84.0
2447.0,47.0
2509.0,47.0
4575.0,78.0
2751.0,49.0
4758.0,81.0
4772.0,76.0
4289.0,72.0
4583.0,86.0
4722.0,81.0
4267.0,75.0
5440.0,83.0
4314.0,81.0
2051.0,41.0
4667.0,90.0
2488.0,44.0
4126.0,56.0
2478.0,43.0
2752.0,43.0
2599.0,61.0
5674.0,78.0
4894.0,84.0
2811.0,52.0
4425.0,81.0
4660.0,68.0
4643.0,89.0
5157.0,72.0
2639.0,46.0
4351.0,81.0
2718.0,44.0
5063.0,83.0
2389.0,49.0
5199.0,73.0
2607.0,41.0
3761.0,58.0
4750.0,89.0
4520.0,84.0
4892.0,94.0
4302.0,63.0
2828.0,50.0
4501.0,96.0
2661.0,35.0
4360.0,95.0
5063.0,78.0
4258.0,68.0
5013.0,81.0
4148.0,54.0
5111.0,90.0
4636.0,91.0
5472.0,70.0
4817.0,87.0
2272.0,57.0
4883.0,71.0
4233.0,77.0
2135.0,44.0
2480.0,47.0
5402.0,87.0
5066.0,75.0
4268.0,81.0
4935.0,92.0
4656.0,72.0
4097.0,78.0
4644.0,85.0
5110.0,86.0
4999.0,95.0
4644.0,79.0
5065.0,80.0
4844.0,83.0
5228.0,68.0
4878.0,92.0
3911.0,80.0
4887.0,76.0
4838.0,81.0
4598.0,80.0
5626.0,77.0
4429.0,78.0
4488.0,88.0
4091.0,71.0
4246.0,83.0
3696.0,82.0
4139.0,69.0
4687.0,85.0
4159.0,67.0
4189.0,80.0
2750.0,41.0
2870.0,49.0
3908.0,80.0
4598.0,86.0
4957.0,90.0
4097.0,67.0
4754.0,77.0
4479.0,71.0
4641.0,85.0
4240.0,67.0
5111.0,83.0
4378.0,81.0
3459.0,53.0
3763.0,82.0
4485.0,85.0
5575.0,73.0
4833.0,71.0
3906.0,87.0
4633.0,84.0
4621.0,91.0
4608.0,61.0
3912.0,79.0
2320.0,42.0
5152.0,90.0
4739.0,86.0
4520.0,75.0
4793.0,88.0
4961.0,82.0
4904.0,85.0
4797.0,82.0
4971.0,65.0
4563.0,89.0
4854.0,74.0
3995.0,64.0
4452.0,89.0
5047.0,79.0
4588.0,75.0
2338.0,40.0
4774.0,74.0
2037.0,43.0
1679.0,29.0
4460.0,85.0
3881.0,77.0
2527.0,38.0
4514.0,66.0
4325.0,77.0
4033.0,76.0
5247.0,84.0
5106.0,74.0
4861.0,77.0
4456.0,75.0
4510.0,88.0
4711.0,64.0
4208.0,71.0
5657.0,91.0
3474.0,60.0
4349.0,58.0
2499.0,41.0
2469.0,38.0
4534.0,87.0
4559.0,80.0
5443.0,73.0
4698.0,75.0
5200.0,81.0
4911.0,82.0
4543.0,71.0
2888.0,50.0
4906.0,83.0
4017.0,63.0
4891.0,87.0
1507.0,33.0
4035.0,87.0
4588.0,74.0
5372.0,93.0
5347.0,87.0
5269.0,80.0
3499.0,80.0
5154.0,81.0
4313.0,85.0
4937.0,73.0
4413.0,80.0
2843.0,42.0
4544.0,81.0
4117.0,76.0
4675.0,88.0
5483.0,77.0
4601.0,65.0
5011.0,61.0
4630.0,84.0
4575.0,75.0
5298.0,72.0
2278.0,57.0
4851.0,87.0
2240.0,34.0
5458.0,84.0
5401.0,93.0
5350.0,96.0
3943.0,75.0
4569.0,82.0
4797.0,87.0
4878.0,86.0
4629.0,77.0
5110.0,75.0
4811.0,77.0
4678.0,83.0
4976.0,70.0
4679.0,85.0
2977.0,46.0
4025.0,74.0
5052.0,61.0
2932.0,44.0
5169.0,82.0
5237.0,75.0
4881.0,75.0
4468.0,84.0
5098.0,58.0
4751.0,87.0
4520.0,74.0
5413.0,90.0
4109.0,70.0
4436.0,83.0
4643.0,80.0
2754.0,55.0
4191.0,80.0
4833.0,81.0
5056.0,82.0
2299.0,42.0
5115.0,84.0
5321.0,78.0
2878.0,45.0
4981.0,90.0
4031.0,82.0
4928.0,84.0
3029.0,52.0
4834.0,80.0
4752.0,80.0
4930.0,91.0
4846.0,92.0
5092.0,95.0
5313.0,68.0
4761.0,75.0
5064.0,80.0
4677.0,58.0
4268.0,91.0
4633.0,67.0
4269.0,69.0
2264.0,39.0
4564.0,79.0
5034.0,79.0
4431.0,67.0
4680.0,80.0
3645.0,76.0
4766.0,75.0
2563.0,34.0
4146.0,64.0
4970.0,81.0
4794.0,88.0
4445.0,89.0
2408.0,38.0
2461.0,54.0
4806.0,83.0
2899.0,51.0
4989.0,78.0
7279.0,83.0
8512.0,94.0
7427.0,83.0
7904.0,83.0
7693.0,70.0
8442.0,95.0
7352.0,80.0
7249.0,86.0
8178.0,91.0
7889.0,98.0
7674.0,80.0
3512.0,50.0
8257.0,96.0
7791.0,84.0
7595.0,83.0
7242.0,95.0
7709.0,89.0
8012.0,87.0
8216.0,80.0
7728.0,93.0
7477.0,91.0
7437.0,86.0
7939.0,95.0
7960.0,86.0
7990.0,89.0
7403.0,88.0
6800.0,78.0
7391.0,75.0
7499.0,88.0
8520.0,89.0
7584.0,85.0
7205.0,84.0
7766.0,81.0
7053.0,69.0
7381.0,98.0
7042.0,85.0
4777.0,51.0
7332.0,92.0
8854.0,92.0
7796.0,77.0
7750.0,82.0
8195.0,94.0
7649.0,101.0
7192.0,82.0
7582.0,95.0
7768.0,83.0
8032.0,88.0
7422.0,87.0
8162.0,89.0
7535.0,92.0
7827.0,77.0
7300.0,77.0
7841.0,82.0
7802.0,88.0
6932.0,87.0
8020.0,74.0
7772.0,76.0
7555.0,96.0
7685.0,85.0
7470.0,82.0
7075.0,89.0
7664.0,74.0
7219.0,86.0
8424.0,84.0
4739.0,55.0
7370.0,96.0
7689.0,84.0
6993.0,97.0
7345.0,73.0
7682.0,90.0
7153.0,84.0
7535.0,87.0
8070.0,81.0
4847.0,49.0
4724.0,56.0
7222.0,93.0
7642.0,89.0
7443.0,98.0
7307.0,82.0
7919.0,85.0
4996.0,55.0
7686.0,89.0
7479.0,83.0
4983.0,62.0
4830.0,50.0
7588.0,98.0
4801.0,47.0
8160.0,92.0
8352.0,71.0
7333.0,72.0
7341.0,79.0
4859.0,64.0
7710.0,75.0
8049.0,76.0
7890.0,75.0
7735.0,74.0
8213.0,86.0
7930.0,90.0
4734.0,57.0
7703.0,104.0
4805.0,59.0
8452.0,83.0
7985.0,93.0
8644.0,87.0
7932.0,87.0
4638.0,48.0
8526.0,93.0
7289.0,75.0
7885.0,86.0
7665.0,86.0
8055.0,82.0
7342.0,86.0
7570.0,88.0
8027.0,94.0
7724.0,79.0
7855.0,81.0
8396.0,106.0
7635.0,75.0
4935.0,58.0
7587.0,80.0
7564.0,76.0
7512.0,81.0
8302.0,81.0
7685.0,91.0
8444.0,81.0
7594.0,69.0
4864.0,48.0
7974.0,90.0
8417.0,95.0
7180.0,96.0
7998.0,82.0
7899.0,79.0
7855.0,82.0
7603.0,81.0
7510.0,89.0
7729.0,86.0
8235.0,102.0
7023.0,86.0
7847.0,65.0
4684.0,56.0
7886.0,94.0
8087.0,86.0
7009.0,82.0
7149.0,86.0
6984.0,85.0
7400.0,86.0
8202.0,89.0
7167.0,91.0
8356.0,79.0
8095.0,81.0
4890.0,49.0
7119.0,86.0
8065.0,88.0
8029.0,81.0
7412.0,84.0
7592.0,96.0
7971.0,84.0
7437.0,94.0
8987.0,89.0
8332.0,102.0
8147.0,81.0
8618.0,98.0
7481.0,96.0
7385.0,90.0
7558.0,85.0
7707.0,99.0
7544.0,101.0
4803.0,65.0
8450.0,90.0
8042.0,85.0
7631.0,91.0
4782.0,50.0
7508.0,93.0
4939.0,63.0
8904.0,101.0
9137.0,92.0
7739.0,106.0
7404.0,103.0
7632.0,95.0
7925.0,90.0
4659.0,48.0
8426.0,102.0
7680.0,89.0
8080.0,92.0
8215.0,109.0
8296.0,91.0
4909.0,50.0
4929.0,54.0
7345.0,93.0
7755.0,84.0
4520.0,63.0
12535.0,118.0
8061.0,98.0
6453.0,89.0
8871.0,97.0
8436.0,77.0
7776.0,98.0
7768.0,92.0
7930.0,91.0
7432.0,92.0
7640.0,87.0
5070.0,50.0
8591.0,99.0
7234.0,83.0
4983.0,40.0
7794.0,94.0
8212.0,100.0
7890.0,91.0
7745.0,83.0
8677.0,96.0
5242.0,74.0
4883.0,42.0
8686.0,91.0
7209.0,91.0
7747.0,104.0
8420.0,100.0
8752.0,95.0
5294.0,73.0
5425.0,60.0
8851.0,88.0
7345.0,98.0
8444.0,100.0
8609.0,109.0
9277.0,92.0
8037.0,100.0
8220.0,103.0
9081.0,100.0
7523.0,90.0
7885.0,85.0
7996.0,99.0
8110.0,113.0
7960.0,112.0
3315.0,47.0
8980.0,93.0
8554.0,99.0
8328.0,94.0
9059.0,100.0
8888.0,104.0
9105.0,104.0
8329.0,101.0
8438.0,92.0
8553.0,88.0
8097.0,105.0
8777.0,112.0
8582.0,106.0
8502.0,103.0
8998.0,102.0
7867.0,100.0
8888.0,103.0
8785.0,111.0
8765.0,105.0
13794.0,127.0
14771.0,127.0
8938.0,114.0
8271.0,94.0
8438.0,100.0
5290.0,69.0
8360.0,94.0
8852.0,95.0
5529.0,78.0
9065.0,85.0
14373.0,97.0
8927.0,103.0
8210.0,100.0
13363.0,99.0
9339.0,99.0
8033.0,94.0
12956.0,97.0
15139.0,90.0
8295.0,113.0
14132.0,103.0
13015.0,104.0
4399.0,54.0
15511.0,101.0
14833.0,114.0
14276.0,96.0
4804.0,57.0
13400.0,104.0
14965.0,127.0
6408.0,70.0
8199.0,59.0
11603.0,109.0
13820.0,99.0
12603.0,106.0
12478.0,97.0
14334.0,97.0
14576.0,110.0
14465.0,125.0
3555.0,42.0
14567.0,120.0
12896.0,100.0
13360.0,97.0
13787.0,121.0
13677.0,122.0
13119.0,104.0
15106.0,91.0
14084.0,110.0
7681.0,71.0
13719.0,96.0
14603.0,113.0
15019.0,101.0
4041.0,65.0
14490.0,98.0
13970.0,109.0
14426.0,87.0
3281.0,39.0
13109.0,114.0
12631.0,100.0
8193.0,66.0
6613.0,40.0
15203.0,114.0
13179.0,122.0
14901.0,92.0
12593.0,99.0
13452.0,107.0
14533.0,108.0
9322.0,77.0
14107.0,99.0
13791.0,103.0
14319.0,96.0
7661.0,61.0
13124.0,103.0
8169.0,65.0
3526.0,53.0
6317.0,77.0
8629.0,65.0
13303.0,92.0
17064.0,116.0
16171.0,112.0
15077.0,126.0
14703.0,119.0
13280.0,106.0
15039.0,120.0
13866.0,98.0
14955.0,102.0
13764.0,104.0
15091.0,124.0
13627.0,120.0
